patient_id	PC1	PC2	cluster
TCGA-B8-5545	1.710166038118431	-7.193133455065987	2
TCGA-B8-5546	-5.3817249789884505	4.786437533054895	2
TCGA-B8-5549	0.8402211369632937	-2.8283648433538393	2
TCGA-B8-5550	-3.758565797881549	-0.7911122056049676	2
TCGA-B8-5551	1.5105631369873316	1.2581133345296516	2
TCGA-B8-5552	-1.7137639865418897	-6.51323839671797	2
TCGA-B8-5553	-2.2992625751840685	-1.4280253771556246	2
TCGA-B8-A54D	5.479969771999918	-2.740367740289951	1
TCGA-B8-A54E	10.084313856018817	11.143532294838138	1
TCGA-B8-A54F	-0.11999607332117604	3.563960333774887	2
TCGA-B8-A54G	-6.582778947128667	7.938998761047756	2
TCGA-B8-A54H	-1.0738217677576234	3.8412757004065106	2
TCGA-B8-A54I	50.927909700155396	-3.0484006312540157	1
TCGA-B8-A54J	-3.9725534553074655	-2.061770359765703	2
TCGA-B8-A54K	2.5338680268334306	0.7670434507391698	2
TCGA-B8-A7U6	3.614637309273948	1.3333586378834814	1
TCGA-B8-A8YJ	34.52085025143703	-4.633978998285616	1
TCGA-BP-4158	-3.1005106201302657	-0.7352296339025778	2
TCGA-BP-4161	-2.5149216260320966	0.7109153138140035	2
TCGA-BP-4164	-7.271856379452305	1.80304215517506	2
TCGA-BP-4165	7.552926420653708	1.1241206129151637	1
